FID,codmun,codmundv,uf,nome_mun,ric01,ric02,ric03,ric04,ric05,ric06,ric07,ric08,ric09,ric10,ric11,ric12,ric13,ric14,ric15,ric16,ric17,ric18,ric19,ric20,ric21,ric22,ric23,ric24,ric25,ric26,ric27,ric28,ric29,ric30,ric31,ric32,ric33,ric34,ric35,ric36,ric37,ric38,ric39,ric40,ric41,ric42,ric43,ric44,ric45,ric46,ric47,ric48,ric49,ric50,ric51,ric52,ric53,ric54,ric55,ric56,ric57,ric58,ric59,ric60,ric61,ric62,ric63,ric64,ric65,ric66,ric67,ric68,ric69,ric70,ric71,ric72,ric73,ric74,ric75,the_geom
HierarquiaUrbana_Regic2007.1,120033,1200336,AC,Mâncio Lima,13785,4672.321,49704.726,11724.6,2563.766,34219.683,26436.245,1196.677,5,Centro Local,,,Município Subordinado,0,,0,0,0,10,13.888889,6,8,5.063291,6,18,7.826087,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,4,2.901705,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-72.89657302260764 -7.614369305748788)
HierarquiaUrbana_Regic2007.2,130020,1300201,AM,Atalaia do Norte,13682,76354.985,29027.972,5158.257,2035.076,20579.997,16995.375,1254.642,5,Centro Local,,,Município Subordinado,0,,0,0,0,5,6.944444,6,2,1.265823,6,7,3.043478,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,48,6,0,,,0,0,0,0,0,11,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-70.19255902089523 -4.372362057094076)
HierarquiaUrbana_Regic2007.3,130165,1301654,AM,Guajará,14102,8904.244,36564.246,10841.563,2106.842,22136.449,18535.667,1479.392,5,Centro Local,,,Município Subordinado,0,,0,0,0,8,11.111111,6,4,2.531646,6,12,5.217391,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,6,0,,,0,0,0,0,0,0,0,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-72.58457176441587 -7.546369532379041)
HierarquiaUrbana_Regic2007.4,120042,1200427,AC,Rodrigues Alves,12428,3304.559,51467.624,21946.104,1913.106,26706.552,21196.691,901.862,5,Centro Local,,,Município Subordinado,0,,0,0,0,2,2.777778,6,4,2.531646,6,6,2.608696,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-72.64757226209066 -7.7423699829542905)
HierarquiaUrbana_Regic2007.5,120020,1200203,AC,Cruzeiro do Sul,73948,7924.943,391942.593,56499.453,32784.393,277804.592,162615.979,24854.155,3B,Centro Subregional B,4b,Centro local B,Centro de Zona,3,Médio para fraco,5,6,7,40,55.555556,4,60,37.974684,5,100,43.478261,5,4,3,25941,7,1,1,0,1,0,0,0,0,7,2,1569,5,0,,,5,5,5,14,1.893222,111,6,3,0,39,6,e,6,e,6,e,6,e,6,e,3,f,6,e,7,e,6,e,,POINT (-72.6705722005244 -7.631369651363274)
HierarquiaUrbana_Regic2007.6,120039,1200393,AC,Porto Walter,8170,6135.544,25925.197,9474.382,965.106,15079.22,12616.108,406.489,5,Centro Local,,,Município Subordinado,0,,0,0,0,3,4.166667,6,3,1.898734,6,6,2.608696,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-72.74457336272224 -8.269371256390356)
HierarquiaUrbana_Regic2007.7,120035,1200351,AC,Marechal Thaumaturgo,13061,7743.828,37644.821,11461.48,1359,24277.101,21300.794,547.24,5,Centro Local,,,Município Subordinado,0,,0,0,0,3,4.166667,6,2,1.265823,6,5,2.173913,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-72.79257455492944 -8.941372925711793)
HierarquiaUrbana_Regic2007.8,120032,1200328,AC,Jordão,6059,5428.765,23805.275,8209.183,858.99,14328.868,12083.666,408.234,5,Centro Local,,,Município Subordinado,0,,0,0,0,2,2.777778,6,2,1.265823,6,4,1.73913,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-71.8845718678606 -9.434375647328139)
HierarquiaUrbana_Regic2007.9,120060,1200609,AC,Tarauacá,32171,15553.43,164106.895,57326.33,8872.082,92052.326,63176.163,5856.157,4B,Centro de Zona B,,,Município Subordinado,2,Fraco,6,7,0,27,37.5,5,19,12.025316,5,46,20,6,2,1,5990,8,1,0,0,0,0,0,0,0,3,1,335,6,0,,,6,6,6,1,0.310839,11,7,5,0,6,1,f,1,f,0,,2,f,1,f,0,,1,f,0,,1,f,,POINT (-70.76656544870629 -8.161373751614049)
HierarquiaUrbana_Regic2007.10,130180,1301803,AM,Ipixuna,17177,13565.92,46047.751,11421.481,2953.939,29876.671,24425.208,1795.66,5,Centro Local,,,Município Subordinado,0,,0,0,0,7,9.722222,6,4,2.531646,6,11,4.782609,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,98,6,0,,,0,0,0,0,0,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-71.69556771672764 -7.051369243645902)
HierarquiaUrbana_Regic2007.11,120030,1200302,AC,Feijó,31288,24202.027,144976.569,35154.395,9185.765,96379.841,72836.093,4256.568,5,Centro Local,,,Município Subordinado,2,Fraco,0,0,0,26,36.111111,5,18,11.392405,5,44,19.130435,6,1,0,2361,8,0,0,0,0,0,0,0,0,3,1,233,6,0,,,0,0,0,0,0,11,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-70.35456375157673 -8.164374334772832)
HierarquiaUrbana_Regic2007.12,130060,1300607,AM,Benjamin Constant,29268,8793.429,82120.155,18417.196,5067.375,54498.03,40740.037,4137.554,5,Centro Local,4b,Centro local B,Centro de Zona,2,Fraco,0,0,0,22,30.555556,5,15,9.493671,6,37,16.086957,6,1,1,167,8,0,1,0,0,0,0,0,0,4,1,262,6,0,,,0,0,0,2,0.68334,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-70.0315583574274 -4.383362216633385)
HierarquiaUrbana_Regic2007.13,130140,1301407,AM,Eirunepé,29411,15831.571,74275.155,6886.975,5569.024,58830.629,43687.686,2988.527,4B,Centro de Zona B,,,Município Subordinado,0,,6,6,0,16,22.222222,6,14,8.860759,6,30,13.043478,6,2,2,3616,8,1,1,0,0,0,0,0,0,5,3,475,6,0,,,5,6,6,1,0.340009,0,7,3,0,7,2,f,1,f,0,,0,,2,f,0,,2,f,1,f,0,,,POINT (-69.87455983005282 -6.660370157612027)
HierarquiaUrbana_Regic2007.14,130150,1301506,AM,Envira,16438,13369.291,40248.341,7099.911,3106.715,28430.442,22100.983,1611.273,5,Centro Local,,,Município Subordinado,0,,0,0,0,11,15.277778,6,7,4.43038,6,18,7.826087,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,82,6,0,,,0,0,0,0,0,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,1,f,0,,não,POINT (-70.02356138821206 -7.433372491864765)
HierarquiaUrbana_Regic2007.15,120043,1200435,AC,Santa Rosa do Purus,3948,5981.137,15321.066,3667.57,732.745,10588.388,8739.955,332.363,5,Centro Local,,,Município Subordinado,0,,0,0,0,4,5.555556,6,1,0.632911,6,5,2.173913,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-70.4935662541222 -9.433377892763952)
HierarquiaUrbana_Regic2007.16,130230,1302306,AM,Jutaí,17129,69551.856,60153.857,7007.605,4665.301,46401.688,37280.22,2079.263,5,Centro Local,,,Município Subordinado,0,,0,0,0,9,12.5,6,3,1.898734,6,12,5.217391,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,162,6,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-66.76754282238106 -2.7473577900947603)
HierarquiaUrbana_Regic2007.17,120034,1200344,AC,Manoel Urbano,7148,9386.961,31267.778,7451.633,1607.584,21387.887,16223.794,820.674,5,Centro Local,,,Município Subordinado,0,,0,0,0,8,11.111111,6,8,5.063291,6,16,6.956522,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-69.26056007159639 -8.839378010979834)
HierarquiaUrbana_Regic2007.18,130390,1303908,AM,São Paulo de Olivença,30727,19745.808,68396.319,12420.313,4894.385,48516.836,39932.29,2564.785,5,Centro Local,,,Município Subordinado,0,,0,0,0,10,13.888889,6,4,2.531646,6,14,6.086957,6,1,1,58,8,0,1,0,0,0,0,0,0,1,1,99,6,0,,,6,6,6,0,0,11,7,4,0,0,1,f,0,,0,,0,,0,,0,,1,f,0,,0,,não,POINT (-68.87355273732693 -3.3783592687818937)
HierarquiaUrbana_Regic2007.19,120050,1200500,AC,Sena Madureira,34230,25278.095,234381.346,103831.435,11494.001,109795.708,65024.588,9260.202,4B,Centro de Zona B,,,Município Subordinado,2,Fraco,6,7,0,28,38.888889,5,19,12.025316,5,47,20.434783,6,2,1,5134,8,1,0,0,0,0,0,0,0,3,1,351,6,0,,,0,0,0,6,1.752848,11,7,0,0,10,2,f,2,f,2,f,2,f,2,f,0,,0,,2,f,1,f,,POINT (-68.65755775688415 -9.066379646733045)
HierarquiaUrbana_Regic2007.20,120005,1200054,AC,Assis Brasil,5351,2875.915,30297.598,9203.975,1853.265,17666.817,11699.813,1573.541,5,Centro Local,,,Município Subordinado,0,,0,0,0,12,16.666667,6,5,3.164557,6,17,7.391304,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-69.56756498059681 -10.941383827345053)
HierarquiaUrbana_Regic2007.21,130210,1302108,AM,Japurá,5281,55791.48,27100.281,2883.942,2207.361,21509.836,19132.908,499.142,5,Centro Local,,,Município Subordinado,0,,0,0,0,2,2.777778,6,1,0.632911,6,3,1.304348,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,6,0,,,0,0,0,0,0,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-66.59954167977533 -1.8263538623347166)
HierarquiaUrbana_Regic2007.22,130380,1303809,AM,São Gabriel da Cachoeira,39130,109184.896,111092.96,24636.648,6243.639,73792.817,49310.812,6419.856,5,Centro Local,,,Município Subordinado,0,,0,0,0,23,31.944444,5,31,19.620253,5,54,23.478261,6,2,2,5559,8,1,1,0,0,0,0,0,0,3,2,344,6,0,,,5,6,6,7,1.788909,0,7,3,0,0,2,f,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-67.08954371652044 -0.1303462351688519)
HierarquiaUrbana_Regic2007.23,130406,1304062,AM,Tabatinga,45293,3225.064,116755.078,9035.414,9083.014,92584.246,57126.466,6052.404,4A,Centro de Zona A,,,Município Subordinado,3,Médio para fraco,6,5,0,36,50,5,40,25.316456,5,76,33.043478,5,2,2,6898,8,1,1,0,0,0,0,0,0,8,4,869,6,0,,,5,6,6,2,0.441569,11,6,3,0,29,7,e,6,e,3,f,2,f,6,e,0,,5,f,4,f,6,e,,POINT (-69.93855787158924 -4.2533618233053705)
HierarquiaUrbana_Regic2007.24,130370,1303700,AM,Santo Antônio do Içá,29249,12307.773,68274.568,8623.492,5556.783,52490.079,44721.505,1604.214,5,Centro Local,,,Município Subordinado,0,,0,0,0,10,13.888889,6,5,3.164557,6,15,6.521739,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87,6,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-67.94054842806476 -3.1023586906113247)
HierarquiaUrbana_Regic2007.25,130350,1303502,AM,Pauini,18325,43263.388,39652.229,6782.501,2954.447,28904.693,24958.992,1010.588,5,Centro Local,,,Município Subordinado,0,,0,0,0,9,12.5,6,6,3.797468,6,15,6.521739,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,6,0,,,0,0,0,2,1.091405,11,7,0,0,0,2,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-66.97654811382152 -7.714377336629954)
HierarquiaUrbana_Regic2007.26,120010,1200104,AC,Brasiléia,19065,4336.189,117525.282,40714.367,6665.424,63997.674,36126.243,6147.817,4B,Centro de Zona B,,,Centro de Zona,2,Fraco,5,6,8,32,44.444444,5,20,12.658228,5,52,22.608696,6,1,0,801,8,0,0,0,0,0,0,0,0,4,1,312,6,0,,,6,6,6,3,1.573564,0,7,0,0,19,4,f,5,f,3,f,1,f,3,f,3,f,0,,3,f,2,f,,POINT (-68.74856150300181 -11.010385543808534)
HierarquiaUrbana_Regic2007.27,130195,1301951,AM,Itamarati,8078,25275.89,27294.138,9177.591,1465.21,15511.404,13043.85,1139.933,5,Centro Local,,,Município Subordinado,0,,0,0,0,5,6.944444,6,3,1.898734,6,8,3.478261,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,6,0,,,0,0,0,0,0,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,,POINT (-68.25355248671262 -6.425371138186812)
HierarquiaUrbana_Regic2007.28,120040,1200401,AC,Rio Branco,290639,9222.577,2371306.74,90284.316,336239.951,1664739.063,631789.279,280043.41,2C,Capital Regional C,3a,Centro sub-regional A,Capital Regional,5,Forte para médio,4,4,6,68,94.444444,2,114,72.151899,4,182,79.130435,3,7,6,254891,5,1,1,1,1,1,0,1,0,25,8,10341,4,5,,,3,4,4,275,9.46191,150,3,4,0,104,14,e,15,d,18,d,13,e,19,e,9,e,16,e,13,e,14,e,,POINT (-67.81055538002911 -9.97538395269277)
HierarquiaUrbana_Regic2007.29,130070,1300706,AM,Boca do Acre,29818,22348.948,149314.435,68059.865,5783.633,65363.951,42071.637,10106.986,5,Centro Local,,,Município Subordinado,0,,0,0,0,29,40.277778,5,29,18.35443,5,58,25.217391,6,3,2,4373,8,1,1,0,0,0,0,0,0,2,2,182,6,0,,,0,0,0,2,0.670736,0,7,4,0,0,1,f,1,f,0,,0,,1,f,0,,0,,0,,0,,sim,POINT (-67.39855152996311 -8.75238046997039)
HierarquiaUrbana_Regic2007.30,120070,1200708,AC,Xapuri,14314,5250.931,82377.228,29866.447,3900.806,45372.117,27438.496,3237.858,5,Centro Local,,,Município Subordinado,0,,0,0,0,21,29.166667,5,13,8.227848,6,34,14.782609,6,1,0,567,8,0,0,0,0,0,0,0,0,3,1,278,6,0,,,0,0,0,1,0.698617,0,7,0,0,0,2,f,0,,0,,0,,0,,0,,0,,1,f,0,,sim,POINT (-68.50455974124618 -10.652384901657662)
HierarquiaUrbana_Regic2007.31,130423,1304237,AM,Tonantins,19090,6432.586,38388.722,10300.424,2883.565,24001.557,20833.989,1203.176,5,Centro Local,,,Município Subordinado,0,,0,0,0,7,9.722222,6,2,1.265823,6,9,3.913043,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,79,6,0,,,0,0,0,0,0,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-67.8025476873969 -2.873357830848309)
HierarquiaUrbana_Regic2007.32,130006,1300060,AM,Amaturá,8384,4758.821,23792.338,5484.21,1552.904,15526.386,11923.786,1228.838,5,Centro Local,,,Município Subordinado,0,,0,0,0,5,6.944444,6,4,2.531646,6,9,3.913043,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22,6,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-68.1985497343911 -3.3643595981442576)
HierarquiaUrbana_Regic2007.33,120025,1200252,AC,Epitaciolândia,13434,1659.131,88163.621,26463.66,4732.363,51460.039,26773.782,5507.559,5,Centro Local,,,Município Subordinado,0,,0,0,0,33,45.833333,5,12,7.594937,6,45,19.565217,6,1,1,6610,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,2,f,2,f,0,,0,,1,f,0,,0,,2,f,1,f,sim,POINT (-68.74156150816604 -11.029385613659704)
HierarquiaUrbana_Regic2007.34,120013,1200138,AC,Bujari,6543,3467.681,78651.137,49723.954,1761.228,25699.01,17428.737,1466.945,5,Centro Local,,,Município Subordinado,0,,0,0,0,6,8.333333,6,5,3.164557,6,11,4.782609,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-67.952555793009 -9.831383247882092)
HierarquiaUrbana_Regic2007.35,130100,1301001,AM,Carauari,25110,25767.348,76773.069,14503.458,4981.745,53595.588,36027.123,3692.278,4B,Centro de Zona B,,,Município Subordinado,0,,0,0,0,15,20.833333,6,7,4.43038,6,22,9.565217,6,3,2,5123,8,1,1,0,0,0,0,0,0,2,2,202,6,0,,,6,6,6,0,0,0,7,4,0,4,2,f,1,f,0,,0,,1,f,0,,0,,0,,0,,,POINT (-66.89654477456244 -4.883366549361746)
HierarquiaUrbana_Regic2007.36,120080,1200807,AC,Porto Acre,13716,2984.643,72711.358,39644.567,1888.042,30032.265,23606.539,1146.484,5,Centro Local,,,Município Subordinado,0,,0,0,0,11,15.277778,6,3,1.898734,6,14,6.086957,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-67.5335534532564 -9.588383122495044)
HierarquiaUrbana_Regic2007.37,120017,1200179,AC,Capixaba,8446,1713.412,78389.147,42649.103,6667.784,24546.384,15556.979,4525.876,5,Centro Local,,,Município Subordinado,0,,0,0,0,7,9.722222,6,3,1.898734,6,10,4.347826,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1.183992,0,7,0,0,0,2,f,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-67.67655580359431 -10.573386122116124)
HierarquiaUrbana_Regic2007.38,130410,1304104,AM,Tapauá,19453,89324.259,52509.325,12488.391,3276.743,34900.601,29199.244,1843.59,5,Centro Local,,,Município Subordinado,0,,0,0,0,11,15.277778,6,4,2.531646,6,15,6.521739,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,89,6,0,,,0,0,0,0,0,0,7,0,0,0,2,f,0,,0,,0,,0,,0,,1,f,0,,0,,não,POINT (-63.18352674292906 -5.6283729182736835)
HierarquiaUrbana_Regic2007.39,130360,1303601,AM,Santa Isabel do Rio Negro,16921,62846.237,24230.683,4113.636,1588.103,17962.128,12044.717,566.816,5,Centro Local,,,Município Subordinado,0,,0,0,0,9,12.5,6,4,2.531646,6,13,5.652174,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,38,6,0,,,0,0,0,0,0,0,7,3,0,0,2,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-65.01953370715961 -0.4143476504568212)
HierarquiaUrbana_Regic2007.40,120045,1200450,AC,Senador Guiomard,18863,1837.294,137617.686,40092.734,20304.218,67003.568,41494.685,10217.166,5,Centro Local,,,Município Subordinado,0,,0,0,0,24,33.333333,5,16,10.126582,6,40,17.391304,6,1,1,4312,8,1,0,0,0,0,0,0,0,3,1,250,6,0,,,0,0,0,2,1.060277,0,7,0,0,0,1,f,1,f,2,f,0,,1,f,0,,0,,1,f,3,f,não,POINT (-67.73655533872 -10.1513846510298)
HierarquiaUrbana_Regic2007.41,120038,1200385,AC,Plácido de Castro,17258,2047.455,139814.275,70520.131,5811.159,58688.288,35354.233,4794.697,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,15,9.493671,6,33,14.347826,6,1,1,4290,8,1,0,0,0,0,0,0,0,3,1,219,6,0,,,0,0,0,0,0,0,7,0,0,0,2,f,0,,0,,0,,0,,0,,0,,0,,1,f,sim,POINT (-67.18455307330727 -10.335386197981824)
HierarquiaUrbana_Regic2007.42,130240,1302405,AM,Lábrea,36909,68229.009,96727.999,31820.085,5177.591,54499.659,38354.772,5230.664,4B,Centro de Zona B,,,Município Subordinado,0,,0,0,0,22,30.555556,5,21,13.291139,5,43,18.695652,6,1,1,232,8,0,1,0,0,0,0,0,0,5,2,429,6,0,,,5,6,6,0,0,0,7,3,0,5,2,f,1,f,1,f,0,,1,f,0,,0,,1,f,1,f,sim,POINT (-64.79853685641582 -7.259378255510692)
HierarquiaUrbana_Regic2007.43,130160,1301605,AM,Fonte Boa,19726,12110.907,110949.276,33570.483,6481.681,65658.875,52569.904,5238.237,5,Centro Local,,,Município Subordinado,2,Fraco,0,0,0,15,20.833333,6,14,8.860759,6,29,12.608696,6,1,1,127,8,0,1,0,0,0,0,0,0,1,1,219,6,0,,,6,6,6,0,0,11,7,4,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-66.09253949155173 -2.5143570739035273)
HierarquiaUrbana_Regic2007.44,130220,1302207,AM,Juruá,8658,19400.418,23104.367,4728.762,1458.673,16008.617,12963.724,908.315,5,Centro Local,,,Município Subordinado,0,,0,0,0,4,5.555556,6,2,1.265823,6,6,2.608696,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,46,6,0,,,0,0,0,1,1.155001,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,,POINT (-66.06953985438525 -3.4813612960286253)
HierarquiaUrbana_Regic2007.45,120001,1200013,AC,Acrelândia,11520,1574.55,114349.533,56291.896,11083.946,39296.49,23340.459,7677.201,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,12,7.594937,6,30,13.043478,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,1,f,sim,POINT (-66.8835507798173 -9.828384985951773)
HierarquiaUrbana_Regic2007.46,130420,1304203,AM,Tefé,62920,23704.426,235857.531,77924.563,13370.46,129803.619,76740.199,14758.889,3B,Centro Subregional B,4b,Centro local B,Centro de Zona,3,Médio para fraco,6,5,0,34,47.222222,5,36,22.78481,5,70,30.434783,5,2,2,6131,8,1,1,0,0,0,0,0,0,9,4,1053,5,0,,,5,6,6,7,1.112524,0,7,3,0,39,9,e,7,e,6,e,4,f,7,e,0,,6,e,6,e,6,e,,POINT (-64.71153304924354 -3.354361496084628)
HierarquiaUrbana_Regic2007.47,110020,1100205,RO,Porto Velho,369345,34082.366,3656512.476,108453.797,274071.591,2689465.142,764419.464,584521.946,2B,Capital Regional B,3a,Centro sub-regional A,Capital Regional,6,Forte,3,4,5,71,98.611111,2,122,77.21519,3,193,83.913043,3,12,8,336143,5,1,1,1,1,1,1,1,1,37,8,17827,4,5,,,2,4,4,701,18.979545,150,3,3,1,128,12,e,8,e,12,e,7,e,29,d,28,d,32,e,9,e,5,f,,POINT (-63.904534198624795 -8.762385522610245)
HierarquiaUrbana_Regic2007.48,130280,1302801,AM,Maraã,17507,16910.419,45456.397,8662.793,3338.118,32256.445,28205.183,1199.041,5,Centro Local,,,Município Subordinado,0,,0,0,0,7,9.722222,6,2,1.265823,6,9,3.913043,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,81,6,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-65.58153676292828 -1.8563543061778827)
HierarquiaUrbana_Regic2007.49,130426,1304260,AM,Uarini,9859,10246.22,61048.292,31205.665,2253.665,24014.554,19473.486,3574.408,5,Centro Local,,,Município Subordinado,0,,0,0,0,7,9.722222,6,3,1.898734,6,10,4.347826,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,40,6,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-65.10853486219678 -2.990359642553098)
HierarquiaUrbana_Regic2007.50,130002,1300029,AM,Alvarães,13010,5911.754,44722.397,13336.478,2563.746,26957.003,22317.756,1865.17,5,Centro Local,,,Município Subordinado,0,,0,0,0,8,11.111111,6,1,0.632911,6,9,3.913043,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,100,6,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-64.80453344909321 -3.2213608424688798)
HierarquiaUrbana_Regic2007.51,130120,1301209,AM,Coari,65222,57921.646,980165.886,13898.51,714606.478,215440.819,156467.297,36220.079,5,Centro Local,,,Centro de Zona,0,,6,7,0,29,40.277778,5,34,21.518987,5,63,27.391304,6,3,2,8748,8,1,1,0,0,0,0,0,0,3,2,358,6,0,,,6,6,6,1,0.153322,0,7,3,0,0,5,f,2,f,0,,0,,1,f,0,,2,f,0,,0,,,POINT (-63.1415253233362 -4.085365823090564)
HierarquiaUrbana_Regic2007.52,130040,1300409,AM,Barcelos,24567,122475.728,72004.032,9215.079,5463.749,53033.843,43553.964,4291.361,5,Centro Local,,,Município Subordinado,0,,0,0,0,19,26.388889,6,16,10.126582,6,35,15.217391,6,1,1,88,8,0,1,0,0,0,0,0,0,4,2,195,6,0,,,0,0,0,3,1.22115,11,7,3,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-62.924522916121205 -0.975350664633176)
HierarquiaUrbana_Regic2007.53,110010,1100106,RO,Guajará-Mirim,39451,24855.652,345511.096,17208.52,11602.897,265265.077,84362.048,51434.602,4B,Centro de Zona B,,,Município Subordinado,2,Fraco,5,6,7,55,76.388889,3,56,35.443038,5,111,48.26087,5,3,2,13064,8,1,1,0,0,0,0,0,0,3,2,452,6,0,,,5,6,6,11,2.788269,72,6,0,0,6,2,f,1,f,1,f,1,f,1,f,0,,0,,1,f,0,,,POINT (-65.33954484627095 -10.783390949103964)
HierarquiaUrbana_Regic2007.54,110033,1100338,RO,Nova Mamoré,21162,10071.702,124537.692,41078.475,14175.72,62915.983,40217.657,6367.514,5,Centro Local,,,Município Subordinado,0,,0,0,0,22,30.555556,5,15,9.493671,6,37,16.086957,6,1,1,8732,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,1,0.472545,0,0,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-65.33154414854378 -10.411389625015337)
HierarquiaUrbana_Regic2007.55,130090,1300904,AM,Canutama,11463,29819.631,29586.616,6280.172,1866.567,20236.465,15856.755,1203.412,5,Centro Local,,,Município Subordinado,0,,0,0,0,13,18.055556,6,9,5.696203,6,22,9.565217,6,1,1,33,8,0,1,0,0,0,0,0,0,1,1,39,6,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,0,,1,f,0,,0,,0,,0,,0,,sim,POINT (-64.38353391872337 -6.534375708485898)
HierarquiaUrbana_Regic2007.56,140002,1400027,RR,Amajari,7586,28472.223,31897.391,6471.885,1399.413,23540.383,20732.256,485.71,5,Centro Local,,,Município Subordinado,0,,0,0,0,2,2.777778,6,2,1.265823,6,4,1.73913,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-61.371515384209424 3.6516749349380158)
