FID,codmun,codmundv,uf,nome_mun,ric01,ric02,ric03,ric04,ric05,ric06,ric07,ric08,ric09,ric10,ric11,ric12,ric13,ric14,ric15,ric16,ric17,ric18,ric19,ric20,ric21,ric22,ric23,ric24,ric25,ric26,ric27,ric28,ric29,ric30,ric31,ric32,ric33,ric34,ric35,ric36,ric37,ric38,ric39,ric40,ric41,ric42,ric43,ric44,ric45,ric46,ric47,ric48,ric49,ric50,ric51,ric52,ric53,ric54,ric55,ric56,ric57,ric58,ric59,ric60,ric61,ric62,ric63,ric64,ric65,ric66,ric67,ric68,ric69,ric70,ric71,ric72,ric73,ric74,ric75,the_geom
HierarquiaUrbana_Regic2007.4146,314675,3146750,MG,Palmópolis,7041,436.471,20126.707,3998.855,2029.424,13668.208,9108.664,430.22,5,Centro Local,,,Município Subordinado,0,,0,0,0,17,23.611111,6,10,6.329114,6,27,11.73913,6,1,1,522,8,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,,POINT (-40.42038181604658 -16.735467733594685)
HierarquiaUrbana_Regic2007.4147,320501,3205010,ES,Sooretama,21867,593.366,189560.281,107684.577,12234.479,64043.323,30615.627,5597.902,5,Centro Local,,,Município Subordinado,0,,0,0,0,29,40.277778,5,33,20.886076,5,62,26.956522,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,8,3.658481,0,7,0,0,0,0,,0,,0,,0,,0,,1,f,0,,0,,0,,sim,POINT (-40.09838426155494 -19.197483203575466)
HierarquiaUrbana_Regic2007.4148,313650,3136504,MG,Jordânia,10751,549.209,27628.558,6057.229,2394.42,18229.675,10399.858,947.234,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,9,5.696203,6,23,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,,POINT (-40.178378075880225 -15.900462942295789)
HierarquiaUrbana_Regic2007.4149,290480,2904803,BA,Caatiba,10367,655.581,35880.023,7138.764,5659.421,22399.519,16473.552,682.319,5,Centro Local,,,Município Subordinado,0,,0,0,0,11,15.277778,6,9,5.696203,6,20,8.695652,6,1,1,206,8,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,31,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.408378418609985 -14.977456657366455)
HierarquiaUrbana_Regic2007.4150,313470,3134707,MG,Jacinto,12422,1390.518,38068.281,10122.083,2862.711,23955.182,13028.326,1128.305,5,Centro Local,,,Município Subordinado,0,,0,0,0,20,27.777778,5,17,10.759494,5,37,16.086957,6,1,1,5856,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,1,f,0,,0,,0,,0,,,POINT (-40.29337954774814 -16.144464278719205)
HierarquiaUrbana_Regic2007.4151,293325,2933257,BA,Vereda,7174,828.7,29303.311,14846.616,1820.157,11926.941,6921.999,709.597,5,Centro Local,,,Município Subordinado,0,,0,0,0,8,11.111111,6,3,1.898734,6,11,4.782609,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,31,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.09037988539669 -17.223471360408002)
HierarquiaUrbana_Regic2007.4152,230940,2309409,CE,Novo Oriente,27418,949.206,63052.836,9149.42,6692.607,44380.498,24924.966,2830.311,5,Centro Local,,,Município Subordinado,0,,0,0,0,23,31.944444,5,17,10.759494,5,40,17.391304,6,1,1,1460,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,1,f,0,,0,,0,,0,,0,,0,,3,f,1,f,sim,POINT (-40.77437044034582 -5.534389663764558)
HierarquiaUrbana_Regic2007.4153,260515,2605152,PE,Dormentes,15595,1537.588,40107.44,5133.69,4586.258,28277.32,19400.703,2110.172,5,Centro Local,,,Município Subordinado,0,,0,0,0,19,26.388889,6,12,7.594937,6,31,13.478261,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,1,f,0,,0,,0,,0,,0,,não,POINT (-40.771372716595444 -8.447411376318168)
HierarquiaUrbana_Regic2007.4154,291845,2918456,BA,Jucuruçu,10599,1438.463,42281.976,23485.337,1985.681,15949.064,9669.864,861.894,5,Centro Local,,,Município Subordinado,0,,0,0,0,10,13.888889,6,3,1.898734,6,13,5.652174,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,20,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.159379729024316 -16.843468885376435)
HierarquiaUrbana_Regic2007.4155,316670,3166709,MG,Serra dos Aimorés,8345,215.15,44301.253,6789.6,13718.569,20474.09,8616.182,3318.994,5,Centro Local,,,Município Subordinado,0,,0,0,0,19,26.388889,6,16,10.126582,6,35,15.217391,6,1,1,426,8,0,0,1,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1.198322,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,3,f,0,,não,POINT (-40.248382454266235 -17.78347447451006)
HierarquiaUrbana_Regic2007.4156,220027,2200277,PI,Alegrete do Piauí,4482,281.271,10093.999,2704.92,576.648,6447.203,4256.86,365.228,5,Centro Local,,,Município Subordinado,0,,0,0,0,8,11.111111,6,2,1.265823,6,10,4.347826,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,186,6,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,1,f,0,,0,,0,,0,,0,,0,,não,POINT (-40.85837238192064 -7.243402459389532)
HierarquiaUrbana_Regic2007.4157,316030,3160306,MG,Santo Antônio do Jacinto,11294,497.437,34302.487,7733.202,2999.531,22669.64,13932.573,900.114,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,11,6.962025,6,25,10.869565,6,1,1,1863,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,,POINT (-40.17637926900556 -16.534466932138265)
HierarquiaUrbana_Regic2007.4158,231126,2311264,CE,Quiterianópolis,20079,1040.955,44688.267,9286.221,3328.87,30601.251,19542.343,1471.925,5,Centro Local,,,Município Subordinado,0,,0,0,0,19,26.388889,6,8,5.063291,6,27,11.73913,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-40.701370021509035 -5.8433920637386505)
HierarquiaUrbana_Regic2007.4159,292000,2920007,BA,Maiquinique,8324,413.863,24743.62,3526.226,6179.461,13811.649,7776.687,1226.284,5,Centro Local,,,Município Subordinado,0,,0,0,0,17,23.611111,6,14,8.860759,6,31,13.478261,6,1,1,524,8,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1.201346,11,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,1,f,0,,não,POINT (-40.26637833182525 -15.62146101892307)
HierarquiaUrbana_Regic2007.4160,320305,3203056,ES,Jaguaré,21949,656.358,363949.028,123759.107,158715.571,72840.048,34011.463,8634.302,5,Centro Local,,,Município Subordinado,0,,0,0,0,29,40.277778,5,30,18.987342,5,59,25.652174,6,2,1,11247,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,18,8.200829,0,7,0,0,0,1,f,0,,0,,1,f,0,,0,,0,,1,f,1,f,não,POINT (-40.07638339553128 -18.906481536487565)
HierarquiaUrbana_Regic2007.4161,220415,2204154,PI,Francisco Macedo,2255,117.317,5319.22,1023.61,332.959,3864.788,2861.985,97.863,5,Centro Local,,,Município Subordinado,0,,0,0,0,4,5.555556,6,2,1.265823,6,6,2.608696,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.78837186209082 -7.331403169467132)
HierarquiaUrbana_Regic2007.4162,220595,2205953,PI,Marcolândia,7154,137.069,12062.415,1337.418,928.217,9453.791,6695.334,342.989,5,Centro Local,,,Município Subordinado,0,,0,0,0,13,18.055556,6,7,4.43038,6,20,8.695652,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,2,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.66137087993493 -7.443404105001884)
HierarquiaUrbana_Regic2007.4163,292200,2922003,BA,Mucuri,33143,1774.763,672800.642,105259.936,339225.237,138384.786,37998.963,89930.683,5,Centro Local,,,Município Subordinado,0,,0,0,0,35,48.611111,5,57,36.075949,5,92,40,5,2,2,2550,8,0,1,1,0,0,0,0,0,0,0,0,0,0,,,6,6,6,11,3.318951,0,7,2,0,0,0,,0,,0,,0,,0,,0,,0,,3,f,0,,sim,POINT (-39.55137688165137 -18.08647767467505)
HierarquiaUrbana_Regic2007.4164,290370,2903706,BA,Boa Nova,16007,856.886,33466.598,5071.737,4038.391,23001.296,14950.515,1355.174,5,Centro Local,,,Município Subordinado,0,,0,0,0,16,22.222222,6,12,7.594937,6,28,12.173913,6,1,1,2878,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,20,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-40.20837562175078 -14.363452996214878)
HierarquiaUrbana_Regic2007.4165,231030,2310308,CE,Parambu,30596,2303.402,77435.322,18109.508,5457.648,50817.46,28733.595,3050.706,5,Centro Local,,,Município Subordinado,0,,0,0,0,20,27.777778,5,17,10.759494,5,37,16.086957,6,1,0,1006,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,0,0,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-40.69437021167374 -6.211394858750452)
HierarquiaUrbana_Regic2007.4166,230125,2301257,CE,Ararendá,10649,344.132,24214.004,3968.496,1963.673,17453.762,11156.16,828.073,5,Centro Local,,,Município Subordinado,0,,0,0,0,16,22.222222,6,6,3.797468,6,22,9.565217,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-40.83337048561459 -4.753383635260201)
HierarquiaUrbana_Regic2007.4167,230400,2304004,CE,Coreaú,21171,775.746,45033.786,4439.129,3852.174,34624.814,20855.373,2117.669,5,Centro Local,,,Município Subordinado,0,,0,0,0,23,31.944444,5,16,10.126582,6,39,16.956522,6,1,1,923,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,1,f,0,,0,,0,,0,,0,,1,f,0,,não,POINT (-40.657368437612995 -3.5333742008481877)
HierarquiaUrbana_Regic2007.4168,291800,2918001,BA,Jequié,145964,3035.423,1056408.429,18702.525,125223.791,744156.769,142447.301,168325.344,3A,Centro Subregional A,2b,Centro regional B,Capital Regional,5,Forte para médio,5,6,6,57,79.166667,3,88,55.696203,4,145,63.043478,4,4,3,87575,7,1,1,0,1,0,0,0,0,13,4,3110,5,0,,,3,4,4,90,6.165904,20,6,0,0,149,28,d,30,d,34,d,26,d,28,d,3,f,0,,26,d,20,e,,POINT (-40.08437371519777 -13.858449862593904)
HierarquiaUrbana_Regic2007.4169,291870,2918704,BA,Lafaiete Coutinho,3526,352.658,13264.495,4848.846,900.458,6955.839,3857.162,559.352,5,Centro Local,,,Município Subordinado,0,,0,0,0,6,8.333333,6,4,2.531646,6,10,4.347826,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,31,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.21337451778155 -13.65644832688696)
HierarquiaUrbana_Regic2007.4170,230450,2304509,CE,Frecheirinha,12830,181.24,26709.671,4025.7,2970.986,18061.289,7614.614,1651.696,5,Centro Local,,,Município Subordinado,0,,0,0,0,17,23.611111,6,14,8.860759,6,31,13.478261,6,1,0,325,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,2.33827,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-40.8163698683516 -3.7603759197006985)
HierarquiaUrbana_Regic2007.4171,261255,2612554,PE,Santa Filomena,13759,1005.062,27160.992,2579.626,2023.168,21712.582,16481.888,845.616,5,Centro Local,,,Município Subordinado,0,,0,0,0,4,5.555556,6,4,2.531646,6,8,3.478261,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,1,f,0,,0,,0,,0,,0,,0,,,POINT (-40.61637113258815 -8.163409448946659)
HierarquiaUrbana_Regic2007.4172,291280,2912806,BA,Ibirapuã,7534,786.058,36758.501,13352.387,2440.548,18246.701,6954.232,2718.865,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,11,6.962025,6,25,10.869565,6,1,1,1057,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,2,f,0,,sim,POINT (-40.10938101868218 -17.68847416888082)
HierarquiaUrbana_Regic2007.4173,230900,2309003,CE,Mucambo,14007,190.538,35892.81,3832.352,2880.388,27320.359,16001.431,1859.711,5,Centro Local,,,Município Subordinado,0,,0,0,0,15,20.833333,6,13,8.227848,6,28,12.173913,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,2,1.427857,11,6,0,0,0,0,,0,,0,,2,f,0,,0,,0,,0,,0,,não,POINT (-40.74736935226929 -3.9093771161200936)
HierarquiaUrbana_Regic2007.4174,231390,2313906,CE,Uruoca,12973,696.77,19379.16,3963.458,2001.342,12670.032,7095.791,744.328,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,8,5.063291,6,22,9.565217,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-40.55736751127974 -3.3143725097861116)
HierarquiaUrbana_Regic2007.4175,320405,3204054,ES,Pedro Canário,23204,434.04,138028.476,31997.694,26055.253,71475.768,31655.77,8499.761,5,Centro Local,,,Município Subordinado,0,,0,0,0,27,37.5,5,41,25.949367,5,68,29.565217,6,2,1,4905,8,0,1,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,7,3.016721,11,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,3,f,1,f,não,POINT (-40.15138212141351 -18.030476157254405)
HierarquiaUrbana_Regic2007.4176,291180,2911808,BA,Guaratinga,22621,2324.317,70096.024,25808.133,6067.597,35909.18,20966.061,2311.114,5,Centro Local,,,Município Subordinado,0,,0,0,0,18,25,6,11,6.962025,6,29,12.608696,6,1,1,2962,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,4,1.768268,31,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-39.78337588989468 -16.58446795702577)
HierarquiaUrbana_Regic2007.4177,291470,2914703,BA,Itaberaba,59393,2357.185,200154.44,21104.229,24676.453,137861.665,50979.676,16512.093,3B,Centro Subregional B,3a,Centro sub-regional A,Centro Sub-Regional,4,Médio,5,6,7,47,65.277778,4,74,46.835443,5,121,52.608696,4,4,3,39954,7,1,1,0,1,0,0,0,0,2,1,393,6,0,,,4,5,5,21,3.53577,0,7,0,0,62,22,d,11,d,8,e,8,e,11,e,2,f,0,,11,e,14,e,,POINT (-40.30737363187041 -12.528440616832198)
HierarquiaUrbana_Regic2007.4178,290690,2906907,BA,Caravelas,21150,2361.278,135716.003,77322.549,6333.668,48078.188,21215.368,3981.598,5,Centro Local,4b,Centro local B,Centro de Zona,0,,0,0,0,26,36.111111,5,28,17.721519,5,54,23.478261,6,1,1,2393,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,6,6,6,10,4.728132,20,6,2,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-39.266373578719175 -17.73247605643063)
HierarquiaUrbana_Regic2007.4179,230465,2304657,CE,Graça,15297,281.89,32428.024,4969.63,2746.98,23747.23,16437.083,964.184,5,Centro Local,,,Município Subordinado,0,,0,0,0,9,12.5,6,11,6.962025,6,20,8.695652,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.753369463965555 -4.0463781852052)
HierarquiaUrbana_Regic2007.4180,230880,2308807,CE,Moraújo,8005,415.614,21071.658,5350.232,1610.702,13375.551,8556.761,735.173,5,Centro Local,,,Município Subordinado,0,,0,0,0,7,9.722222,6,6,3.797468,6,13,5.652174,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,1,f,0,,não,POINT (-40.68136861421183 -3.4673736710504364)
HierarquiaUrbana_Regic2007.4181,220209,2202091,PI,Caldeirão Grande do Piauí,5622,514.307,11228.307,3733.141,589.524,6750.655,4902.652,154.987,5,Centro Local,,,Município Subordinado,0,,0,0,0,5,6.944444,6,2,1.265823,6,7,3.043478,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,22,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,1,f,1,f,não,POINT (-40.637370584334974 -7.332403301378195)
HierarquiaUrbana_Regic2007.4182,292490,2924900,BA,Planaltino,8472,938.104,17143.626,4918.373,1525.567,10221.617,6509.983,478.069,5,Centro Local,,,Município Subordinado,0,,0,0,0,13,18.055556,6,6,3.797468,6,19,8.26087,6,1,1,293,8,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,2,f,0,,1,f,0,,0,,0,,0,,0,,0,,sim,POINT (-40.369375255185254 -13.259445449831562)
HierarquiaUrbana_Regic2007.4183,291640,2916401,BA,Itapetinga,63243,1609.515,350657.173,10354.125,121305.745,170258.625,54320.12,48738.678,4A,Centro de Zona A,3b,Centro sub-regional B,Centro Sub-Regional,3,Médio para fraco,5,6,6,50,69.444444,4,70,44.303797,5,120,52.173913,4,4,3,42613,7,1,1,0,1,0,0,0,0,5,3,777,6,6,,,4,5,5,44,6.957292,0,7,0,0,55,18,e,9,e,10,e,3,f,9,e,6,e,0,,15,e,10,e,,POINT (-40.24837750095393 -15.24945867304912)
HierarquiaUrbana_Regic2007.4184,220430,2204303,PI,Fronteiras,11054,789.828,100103.098,3493.178,57459.978,27425.227,8803.07,11724.715,4B,Centro de Zona B,,,Município Subordinado,0,,0,0,0,13,18.055556,6,23,14.556962,5,36,15.652174,6,1,1,5910,8,1,0,0,0,0,0,0,0,8,3,317,6,0,,,6,6,6,0,0,11,6,0,0,8,2,f,1,f,4,f,0,,1,f,0,,0,,1,f,1,f,não,POINT (-40.61637020831944 -7.0884015023663025)
HierarquiaUrbana_Regic2007.4185,230580,2305803,CE,Ipu,39438,630.468,116251.023,20159.232,9068.799,80594.241,36736.026,6428.751,4B,Centro de Zona B,4a,Centro local A,Centro de Zona,0,,6,8,7,35,48.611111,5,36,22.78481,5,71,30.869565,5,2,2,13123,8,1,0,0,1,0,0,0,0,0,0,0,0,0,,,6,6,6,3,0.760688,22,6,0,0,17,4,f,9,e,0,,2,f,2,f,0,,0,,6,e,4,f,,POINT (-40.711369239595605 -4.322380356649411)
HierarquiaUrbana_Regic2007.4186,291190,2911907,BA,Iaçu,27835,2442.84,65498.122,10120.135,8692.833,43805.718,24642.857,2879.436,5,Centro Local,,,Município Subordinado,0,,0,0,0,28,38.888889,5,28,17.721519,5,56,24.347826,6,1,1,4288,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,0,0,20,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.212373156508434 -12.767442368965765)
HierarquiaUrbana_Regic2007.4187,291905,2919058,BA,Lajedo do Tabocal,8591,423.785,36552.529,17742.768,2300.795,15374.952,8892.134,1134.014,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,5,3.164557,6,19,8.26087,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,31,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-40.224374329640234 -13.475447106125992)
HierarquiaUrbana_Regic2007.4188,260110,2601102,PE,Araripina,75878,1847.47,200167.539,11799.588,35385.696,137986.693,76089.295,14995.562,3B,Centro Subregional B,4b,Centro local B,Centro de Zona,4,Médio,5,5,8,42,58.333333,4,57,36.075949,5,99,43.043478,5,5,3,24511,7,1,1,0,1,0,0,0,0,5,2,1745,5,0,,,5,5,5,79,10.41145,0,7,0,0,65,11,e,11,d,16,d,11,e,10,e,6,e,0,,15,e,10,e,,POINT (-40.49836960968026 -7.576405227376226)
HierarquiaUrbana_Regic2007.4189,230040,2300408,CE,Aiuaba,15585,2434.414,33397.705,6701.567,2652.273,23051.851,15468.767,992.014,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,8,5.063291,6,22,9.565217,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.124365633285414 -6.574398013339167)
HierarquiaUrbana_Regic2007.4190,231330,2313302,CE,Tauá,54273,4018.188,171434.912,27387.603,12203.447,120177.441,52526.183,11666.421,4B,Centro de Zona B,4b,Centro local B,Centro de Zona,3,Médio para fraco,6,7,7,36,50,5,48,30.379747,5,84,36.521739,5,3,2,8784,8,1,1,0,0,0,0,0,0,4,1,285,6,0,,,4,6,6,2,0.368507,11,6,0,0,17,5,f,3,f,4,f,3,f,2,f,0,,0,,0,,4,f,,POINT (-40.29336667244736 -6.003393553315748)
HierarquiaUrbana_Regic2007.4191,292270,2922706,BA,Nova Canaã,18829,757.461,38175.372,10839.38,3423.241,22737.83,13181.483,1174.921,5,Centro Local,,,Município Subordinado,0,,0,0,0,17,23.611111,6,12,7.594937,6,29,12.608696,6,1,1,2907,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,5,6,6,0,0,31,6,0,0,0,0,,0,,0,,2,f,1,f,0,,0,,0,,0,,sim,POINT (-40.14237577561175 -14.794455911183464)
HierarquiaUrbana_Regic2007.4192,290180,2901809,BA,Antônio Gonçalves,10653,316.131,19315.613,2767.217,2796.058,12702.784,6812.549,1049.554,5,Centro Local,,,Município Subordinado,0,,0,0,0,14,19.444444,6,14,8.860759,6,28,12.173913,6,1,1,92,8,0,1,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,31,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.274370768428156 -10.573427131361473)
HierarquiaUrbana_Regic2007.4193,315810,3158102,MG,Santa Maria do Salto,5724,442.101,16530.231,2903.254,1958.233,11075.937,6683.396,592.807,5,Centro Local,,,Município Subordinado,0,,0,0,0,12,16.666667,6,9,5.696203,6,21,9.130435,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,1,f,0,,,POINT (-40.14937848009811 -16.249465195265643)
HierarquiaUrbana_Regic2007.4194,230790,2307908,CE,Martinópole,10304,298.948,14452.736,1654.659,1712.188,10449.023,5756.22,636.866,5,Centro Local,,,Município Subordinado,0,,0,0,0,15,20.833333,6,6,3.797468,6,21,9.130435,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,11,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.697368659066164 -3.22637176130153)
HierarquiaUrbana_Regic2007.4195,315710,3157104,MG,Salto da Divisa,6896,943.647,28984.598,6983.387,4853.133,16272.979,7889.189,875.099,5,Centro Local,,,Município Subordinado,0,,0,0,0,20,27.777778,5,18,11.392405,5,38,16.521739,6,1,1,1824,8,0,0,0,1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,,POINT (-39.9473762330187 -16.003463999615484)
HierarquiaUrbana_Regic2007.4196,291680,2916807,BA,Itarantim,17615,1783.747,51696.757,11395.461,5354.711,32721.65,17513.942,2224.935,5,Centro Local,,,Município Subordinado,0,,0,0,0,22,30.555556,5,24,15.189873,5,46,20,6,1,1,7063,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,5,2.83849,42,6,0,0,0,1,f,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.06637664697211 -15.660461611797478)
HierarquiaUrbana_Regic2007.4197,231170,2311702,CE,Reriutaba,19310,383.119,52381.536,8460.831,4116,37473.023,21130.886,2331.682,5,Centro Local,,,Município Subordinado,0,,0,0,0,20,27.777778,5,18,11.392405,5,38,16.521739,6,1,1,885,8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,3,1.553599,0,7,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,sim,POINT (-40.58236806685825 -4.142379014259996)
HierarquiaUrbana_Regic2007.4198,291960,2919603,BA,Macajuba,11207,707.098,23319.295,3788.736,2834.841,15797.095,10276.784,898.623,5,Centro Local,,,Município Subordinado,0,,0,0,0,12,16.666667,6,11,6.962025,6,23,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,31,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,não,POINT (-40.36037353462519 -12.136437874642107)
HierarquiaUrbana_Regic2007.4199,230990,2309904,CE,Pacujá,5950,76.1,11369.949,1983.111,1277.433,7455.802,3503.937,653.603,5,Centro Local,,,Município Subordinado,0,,0,0,0,13,18.055556,6,12,7.594937,6,25,10.869565,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,1.680672,0,7,0,0,0,0,,0,,0,,1,f,0,,0,,0,,0,,0,,não,POINT (-40.697368966102104 -3.9883777574068344)
HierarquiaUrbana_Regic2007.4200,320160,3201605,ES,Conceição da Barra,26230,1188.044,429590.572,227686.278,58354.541,121648.265,50078.956,21901.488,5,Centro Local,,,Município Subordinado,0,,0,0,0,28,38.888889,5,49,31.012658,5,77,33.478261,5,2,1,19924,8,0,0,0,1,0,0,0,0,0,0,0,0,0,,,6,6,6,23,8.768586,11,6,0,0,0,1,f,0,,0,,0,,0,,0,,0,,3,f,0,,não,POINT (-39.73237960823954 -18.593480375877178)
HierarquiaUrbana_Regic2007.4201,292300,2923001,BA,Nova Viçosa,34623,1326.122,158472.958,38782.306,19253.739,84012.532,32773.959,16424.381,5,Centro Local,,,Município Subordinado,0,,0,0,0,35,48.611111,5,48,30.379747,5,83,36.086957,5,3,3,6912,8,1,1,1,0,0,0,0,0,1,1,94,6,0,,,6,6,6,7,2.021777,20,6,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,2,f,sim,POINT (-39.37237486461601 -17.892476837328058)
